pal_id,world,x,y,time_of_day,level,is_boss
38:0,palpagos,-227755,81233,both,18,false
38:0,palpagos,-227344,92719,both,18,false
38:0,palpagos,-226363,63116,both,18,false
38:0,palpagos,-225059,390,both,18,false
38:0,palpagos,-224498,66942,both,18,false
38:0,palpagos,-223629,78791,both,18,false
38:0,palpagos,-222370,-20515,both,18,false
38:0,palpagos,-222117,4981,both,18,false
38:0,palpagos,-221214,71910,both,18,false
38:0,palpagos,-220990,-13419,both,18,false
38:0,palpagos,-220473,-2661,both,18,false
38:0,palpagos,-219783,8526,both,18,false
38:0,palpagos,-218876,-24670,both,18,false
38:0,palpagos,-218275,58345,both,18,false
38:0,palpagos,-217385,69168,both,18,false
38:0,palpagos,-216462,-4443,both,18,false
38:0,palpagos,-215654,6714,both,18,false
38:0,palpagos,-214600,84542,both,18,false
38:0,palpagos,-213710,55320,both,18,false
38:0,palpagos,-212905,10619,both,18,false
38:0,palpagos,-212701,98189,both,18,false
38:0,palpagos,-212498,90175,both,18,false
38:0,palpagos,-211362,59646,both,18,false
38:0,palpagos,-209429,-3029,both,18,false
38:0,palpagos,-208914,53170,both,18,false
38:0,palpagos,-208657,64092,both,18,false
38:0,palpagos,-207394,86897,both,18,false
38:0,palpagos,-206285,1843,both,18,false
38:0,palpagos,-206042,68769,both,18,false
38:0,palpagos,-205215,-4658,both,18,false
38:0,palpagos,-201331,21438,both,18,false
38:0,palpagos,159502,346408,both,,false
184:0,worldTree,491581,-725697,both,79,true
90:0,palpagos,-844918,13761,both,67,false
90:0,palpagos,-842297,18616,both,67,false
90:0,palpagos,-840651,2924,both,67,false
90:0,palpagos,-839280,21537,both,67,false
90:0,palpagos,-837354,12460,both,67,false
90:0,palpagos,-836855,32577,both,67,false
90:0,palpagos,-836035,57515,both,67,false
90:0,palpagos,-835725,24854,both,67,false
90:0,palpagos,-835531,5188,both,67,false
90:0,palpagos,-834340,18163,both,67,false
90:0,palpagos,-832855,58845,both,67,false
90:0,palpagos,-831973,26674,both,67,false
90:0,palpagos,-831499,56696,both,67,false
90:0,palpagos,-831374,10659,both,67,false
90:0,palpagos,-829450,60230,both,67,false
90:0,palpagos,-829049,49854,both,67,false
90:0,palpagos,-824841,61197,both,67,false
90:0,palpagos,-824511,27497,both,67,false
90:0,palpagos,-821045,58215,both,67,false
90:0,palpagos,-819258,8576,both,67,false
90:0,palpagos,-817244,11958,both,67,false
90:0,palpagos,-816358,47830,both,67,false
90:0,palpagos,-815647,40912,both,67,false
90:0,palpagos,-815436,35975,both,67,false
90:0,palpagos,-808297,24776,both,67,false
90:0,palpagos,-805530,22910,both,67,false
90:0,palpagos,-803197,20052,both,67,false
90:0,palpagos,-799571,54490,both,67,false
90:0,palpagos,-799282,35173,both,67,false
90:0,palpagos,-798051,17188,both,67,false
90:0,palpagos,-796730,22075,both,67,false
90:0,palpagos,-796076,55995,both,67,false
90:0,palpagos,-795826,53430,both,67,false
90:0,palpagos,-794512,23125,both,67,false
90:0,palpagos,-794436,51170,both,67,false
90:0,palpagos,-793790,17557,both,67,false
90:0,palpagos,-793100,31918,both,67,false
90:0,palpagos,-227488,280505,both,28,false
90:0,palpagos,-214082,274065,both,28,false
90:0,palpagos,-212190,258818,both,28,false
90:0,palpagos,-208194,280412,both,28,false
90:0,palpagos,-207295,263405,both,28,false
90:0,palpagos,-206274,283409,both,28,false
90:0,palpagos,-203193,252321,both,28,false
90:0,palpagos,-201019,264799,both,28,false
90:0,palpagos,-200234,283570,both,28,false
90:0,palpagos,-195674,258679,both,28,false
90:0,palpagos,-195174,271261,both,28,false
90:0,palpagos,-193879,246004,both,28,false
90:0,palpagos,-191775,263034,both,28,false
90:0,palpagos,-189713,243102,both,28,false
90:0,palpagos,-188511,277834,both,28,false
90:0,palpagos,-187897,255010,both,28,false
90:0,palpagos,-186785,281405,both,28,false
90:0,palpagos,-182995,285162,both,28,false
90:0,palpagos,-182383,271856,both,28,false
90:0,palpagos,-181484,264160,both,28,false
90:0,palpagos,-179210,288253,both,28,false
90:0,palpagos,-178126,268216,both,28,false
90:0,palpagos,-175772,279884,both,28,false
90:0,palpagos,-174546,273369,both,28,false
90:0,palpagos,-173351,263543,both,28,false
90:0,palpagos,-172342,284695,both,28,false
90:0,palpagos,-171787,277146,both,28,false
90:0,palpagos,-166355,270801,both,28,false
90:0,palpagos,-166087,293910,both,28,false
90:0,palpagos,-165848,266120,both,28,false
90:0,palpagos,-162766,277611,both,28,false
90:0,palpagos,-161250,281910,both,28,false
90:0,palpagos,-160780,295658,both,28,false
90:0,palpagos,-158246,275675,both,28,false
90:0,palpagos,-156269,279539,both,28,false
179:0,worldTree,413365,-745685,both,75,false
179:0,worldTree,422850,-747095,both,75,false
179:0,worldTree,423415,-720345,both,75,false
179:0,worldTree,424390,-705860,both,75,false
179:0,worldTree,424855,-741670,both,75,false
179:0,worldTree,425770,-726380,both,75,false
179:0,worldTree,427665,-704000,both,75,false
179:0,worldTree,427855,-720335,both,75,false
179:0,worldTree,428625,-697450,both,75,false
179:0,worldTree,428815,-734100,both,75,false
179:0,worldTree,429090,-727460,both,75,false
179:0,worldTree,431090,-717645,both,75,false
179:0,worldTree,433955,-743395,both,75,false
179:0,worldTree,434905,-714795,both,75,false
179:0,worldTree,435515,-704095,both,75,false
179:0,worldTree,436055,-719665,both,75,false
179:0,worldTree,437165,-697605,both,75,false
179:0,worldTree,437760,-735275,both,75,false
179:0,worldTree,438195,-707860,both,75,false
179:0,worldTree,438705,-690105,both,75,false
179:0,worldTree,440470,-713330,both,75,false
179:0,worldTree,442510,-698860,both,75,false
179:0,worldTree,443745,-719270,both,75,false
179:0,worldTree,446330,-736755,both,75,false
179:0,worldTree,447755,-724550,both,75,false
179:0,worldTree,448700,-687870,both,75,false
179:0,worldTree,450185,-692200,both,75,false
179:0,worldTree,450435,-728925,both,75,false
179:0,worldTree,452195,-678390,both,75,false
179:0,worldTree,456885,-691675,both,75,false
179:0,worldTree,457195,-684730,both,75,false
179:0,worldTree,463290,-679190,both,75,false
179:0,worldTree,468805,-676585,both,75,false
179:0,worldTree,471985,-657705,both,75,false
179:0,worldTree,477295,-669335,both,75,false
179:0,worldTree,483310,-664680,both,75,false
179:0,worldTree,483570,-670065,both,75,false
179:0,worldTree,490075,-663615,both,75,false
179:0,worldTree,493703,-667221,both,75,false
179:0,worldTree,495540,-672675,both,75,false
179:0,worldTree,499280,-659155,both,75,false
179:0,worldTree,510770,-662615,both,75,false
179:0,worldTree,458095,-694560,both,78,true
137:0,palpagos,61085,524584,both,46,false
137:0,palpagos,64600,528803,both,46,false
137:0,palpagos,65561,521198,both,46,false
137:0,palpagos,67419,535175,both,46,false
137:0,palpagos,68235,510723,both,46,false
137:0,palpagos,68685,528005,both,46,false
137:0,palpagos,71708,532186,both,46,false
137:0,palpagos,79607,503024,both,46,false
137:0,palpagos,81656,516147,both,46,false
137:0,palpagos,82651,523443,both,46,false
137:0,palpagos,83007,498866,both,46,false
137:0,palpagos,86715,517547,both,46,false
137:0,palpagos,89046,502512,both,46,false
137:0,palpagos,91958,519245,both,46,false
137:0,palpagos,98636,504709,both,46,false
137:0,palpagos,101397,506681,both,46,false
137:0,worldTree,432395,-738990,both,80,false
137:0,worldTree,440875,-705850,both,80,false
137:0,worldTree,481910,-728450,both,80,false
137:0,worldTree,484050,-616590,both,80,false
137:0,worldTree,501340,-553790,both,80,false
137:0,worldTree,504895,-634410,both,80,false
137:0,worldTree,505061,-544208,both,80,false
137:0,worldTree,507600,-534060,both,80,false
137:0,worldTree,507830,-739460,both,80,false
137:0,worldTree,511395,-588755,both,80,false
137:0,worldTree,519080,-684705,both,80,false
137:0,worldTree,522790,-546340,both,80,false
137:0,worldTree,530795,-714440,both,80,false
137:0,worldTree,539955,-583230,both,80,false
137:0,worldTree,562240,-739265,both,80,false
137:0,worldTree,563900,-594970,both,80,false
137:0,worldTree,584800,-629000,both,80,false
137:0,worldTree,599576,-591256,both,80,false
137:0,worldTree,613035,-603440,both,80,false
137:0,worldTree,622300,-711610,both,80,false
137:0,worldTree,622665,-753354,both,80,false
137:0,palpagos,-276069,-180093,both,52,true
169:0,palpagos,-828727,-80108,both,,false
169:0,palpagos,-828487,-80524,both,,false
169:0,palpagos,-828078,-79572,both,,false
169:0,palpagos,-827970,-79960,both,,false
169:0,palpagos,-827591,-79857,both,,false
169:0,palpagos,-827458,-79387,both,,false
169:0,palpagos,-822187,-81376,both,,false
169:0,palpagos,-822066,-82014,both,,false
169:0,palpagos,-821752,-81173,both,,false
169:0,palpagos,-821740,-81553,both,,false
169:0,palpagos,-821682,-14619,both,,false
169:0,palpagos,-821670,-81940,both,,false
169:0,palpagos,-821600,-82327,both,,false
169:0,palpagos,-821579,-82703,both,,false
169:0,palpagos,-821274,-81866,both,,false
169:0,palpagos,-821198,-14189,both,,false
169:0,palpagos,-821144,-82500,both,,false
169:0,palpagos,-821120,-14671,both,,false
169:0,palpagos,-819879,-73624,both,,false
169:0,palpagos,-819879,-73404,both,,false
169:0,palpagos,-819439,-73624,both,,false
169:0,palpagos,-819439,-73404,both,,false
169:0,palpagos,-814294,-95888,both,,false
169:0,palpagos,-814209,-94994,both,,false
169:0,palpagos,-813931,-95714,both,,false
169:0,palpagos,-813763,-96069,both,,false
169:0,palpagos,-813568,-95540,both,,false
169:0,palpagos,-813278,-96119,both,,false
169:0,palpagos,-812620,-101055,both,,false
169:0,palpagos,-812270,-101205,both,,false
169:0,palpagos,-811890,-101305,both,,false
169:0,palpagos,-811790,-100915,both,,false
169:0,palpagos,-811160,-101545,both,,false
169:0,palpagos,-811160,-101065,both,,false
169:0,palpagos,-807905,-97290,both,,false
169:0,palpagos,-807555,-97440,both,,false
169:0,palpagos,-807182,-105774,both,,false
169:0,palpagos,-807088,-105134,both,,false
169:0,palpagos,-807075,-97150,both,,false
169:0,palpagos,-806852,-106227,both,,false
169:0,palpagos,-806795,-97640,both,,false
169:0,palpagos,-806718,-105453,both,,false
169:0,palpagos,-806610,-105092,both,,false
169:0,palpagos,-806445,-97780,both,,false
169:0,palpagos,-806445,-97300,both,,false
169:0,palpagos,-803331,27615,both,,false
169:0,palpagos,-803190,27784,both,,false
169:0,palpagos,-802994,27332,both,,false
169:0,palpagos,-802853,27501,both,,false
169:0,palpagos,-791555,-50355,both,66,false
169:0,palpagos,-769790,-69965,both,66,false
169:0,palpagos,-766435,-58430,both,66,false
169:0,palpagos,-764580,-56960,both,66,false
169:0,palpagos,-764245,-23875,both,66,false
169:0,palpagos,-763217,-26569,both,,false
169:0,palpagos,-763014,-27092,both,,false
169:0,palpagos,-762950,-25976,both,,false
169:0,palpagos,-762740,-27496,both,,false
169:0,palpagos,-762686,-26378,both,,false
169:0,palpagos,-762477,-26060,both,,false
169:0,palpagos,-762450,9950,both,,false
169:0,palpagos,-762189,10227,both,,false
169:0,palpagos,-761999,9785,both,,false
169:0,palpagos,-761965,10550,both,,false
169:0,palpagos,-761941,11318,both,,false
169:0,palpagos,-761633,10323,both,,false
169:0,palpagos,-761490,11154,both,,false
169:0,palpagos,-760085,-25855,both,66,false
169:0,palpagos,-758860,-42720,both,66,false
169:0,palpagos,-751905,-51075,both,66,false
169:0,palpagos,-749144,-46454,both,66,false
169:0,palpagos,-748760,-53380,both,66,false
159:0,palpagos,151554,465070,both,55,false
159:0,palpagos,151722,456591,both,55,false
159:0,palpagos,158425,465769,both,55,false
159:0,palpagos,158582,447822,both,55,false
159:0,palpagos,159034,455643,both,55,false
159:0,palpagos,159108,451833,both,55,false
159:0,palpagos,160458,459554,both,55,false
159:0,palpagos,165098,448934,both,55,false
159:0,palpagos,173363,452991,both,55,false
159:0,palpagos,177329,456457,both,55,false
159:0,palpagos,178414,448018,both,55,false
159:0,worldTree,432395,-738990,both,80,false
159:0,worldTree,440875,-705850,both,80,false
159:0,worldTree,481910,-728450,both,80,false
159:0,worldTree,484050,-616590,both,80,false
159:0,worldTree,501340,-553790,both,80,false
159:0,worldTree,502625,-591070,both,71,false
159:0,worldTree,504895,-634410,both,80,false
159:0,worldTree,505061,-544208,both,80,false
159:0,worldTree,507600,-534060,both,80,false
159:0,worldTree,507830,-739460,both,80,false
159:0,worldTree,509605,-576895,both,71,false
159:0,worldTree,511395,-588755,both,80,false
159:0,worldTree,511470,-591825,both,71,false
159:0,worldTree,513530,-580990,both,71,false
159:0,worldTree,517245,-586540,both,71,false
159:0,worldTree,519010,-583095,both,71,false
159:0,worldTree,519080,-684705,both,80,false
159:0,worldTree,521450,-568990,both,71,false
159:0,worldTree,521543,-580608,both,71,false
159:0,worldTree,521610,-586775,both,71,false
159:0,worldTree,522425,-576075,both,71,false
159:0,worldTree,522790,-546340,both,80,false
159:0,worldTree,525975,-570685,both,71,false
159:0,worldTree,527455,-573590,both,71,false
159:0,worldTree,527730,-581815,both,,false
159:0,worldTree,528660,-561275,both,71,false
159:0,worldTree,528910,-577360,both,71,false
159:0,worldTree,529460,-557010,both,71,false
159:0,worldTree,530795,-714440,both,80,false
159:0,worldTree,532095,-575245,both,71,false
159:0,worldTree,533545,-573130,both,71,false
159:0,worldTree,535430,-581235,both,71,false
159:0,worldTree,539955,-583230,both,80,false
159:0,worldTree,542355,-580735,both,71,false
159:0,worldTree,547425,-577325,both,71,false
159:0,worldTree,549985,-571490,both,71,false
159:0,worldTree,550180,-565930,both,71,false
159:0,worldTree,562240,-739265,both,80,false
159:0,worldTree,563900,-594970,both,80,false
159:0,worldTree,584800,-629000,both,80,false
159:0,worldTree,599576,-591256,both,80,false
159:0,worldTree,613035,-603440,both,80,false
159:0,worldTree,622300,-711610,both,80,false
159:0,worldTree,622665,-753354,both,80,false
159:0,palpagos,-238811,-110488,both,55,true
173:0,palpagos,-791635,-47700,both,66,false
173:0,palpagos,-791525,-54985,both,66,false
173:0,palpagos,-791405,-57630,both,66,false
173:0,palpagos,-790180,-42785,both,66,false
173:0,palpagos,-789225,-60050,both,66,false
173:0,palpagos,-788825,-38490,both,66,false
173:0,palpagos,-788630,-50655,both,66,false
173:0,palpagos,-788595,-48820,both,66,false
173:0,palpagos,-787135,-43325,both,66,false
173:0,palpagos,-785970,-53375,both,66,false
173:0,palpagos,-785630,-28495,both,66,false
173:0,palpagos,-785370,-57130,both,66,false
173:0,palpagos,-785155,-65320,both,66,false
173:0,palpagos,-782550,-59560,both,66,false
173:0,palpagos,-781505,-24715,both,66,false
173:0,palpagos,-780630,-62990,both,66,false
173:0,palpagos,-778400,-23300,both,66,false
173:0,palpagos,-775575,-24915,both,66,false
173:0,palpagos,-775280,-63610,both,66,false
173:0,palpagos,-773630,-66805,both,66,false
173:0,palpagos,-773270,-57855,both,66,false
173:0,palpagos,-772760,-53060,both,66,false
173:0,palpagos,-771780,-70310,both,66,false
173:0,palpagos,-770275,-23700,both,66,false
173:0,palpagos,-769295,-59940,both,66,false
173:0,palpagos,-768475,-57775,both,66,false
173:0,palpagos,-768330,-66015,both,66,false
173:0,palpagos,-767085,-55570,both,66,false
173:0,palpagos,-766785,-67880,both,66,false
173:0,palpagos,-766670,-25645,both,66,false
173:0,palpagos,-765035,-60645,both,66,false
173:0,palpagos,-762610,-51855,both,66,false
173:0,palpagos,-761380,-35100,both,66,false
173:0,palpagos,-761190,-23245,both,66,false
173:0,palpagos,-759155,-29950,both,66,false
173:0,palpagos,-759140,-56670,both,66,false
173:0,palpagos,-758105,-34370,both,66,false
173:0,palpagos,-757860,-46090,both,66,false
173:0,palpagos,-757605,-52720,both,66,false
173:0,palpagos,-756375,-50955,both,66,false
173:0,palpagos,-756175,-60770,both,66,false
173:0,palpagos,-754745,-39330,both,66,false
173:0,palpagos,-754000,-36540,both,66,false
173:0,palpagos,-752945,-56160,both,66,false
173:0,palpagos,-751735,-44445,both,66,false
173:0,palpagos,-751675,-29520,both,66,false
173:0,palpagos,-749110,-36345,both,66,false
173:0,palpagos,-748965,-41250,both,66,false
173:0,palpagos,-748170,-62655,both,66,false
173:0,palpagos,-743955,-47200,both,66,false
176:0,palpagos,-1010270,-373623,both,55,false
176:0,palpagos,-793288,-77922,both,55,false
176:0,palpagos,-656858,-286583,both,55,false
176:0,palpagos,-569496,122664,both,55,false
176:0,palpagos,-552232,-618153,both,55,false
176:0,palpagos,-453088,347605,both,55,false
176:0,palpagos,-405170,-434437,both,55,false
176:0,palpagos,-374750,279196,both,55,false
176:0,palpagos,-364317,-288421,both,55,false
176:0,palpagos,-343293,-117832,both,55,false
176:0,palpagos,-310715,189154,both,55,false
176:0,palpagos,-211806,-263927,both,55,false
176:0,palpagos,-200148,451745,both,55,false
176:0,palpagos,-164794,578902,both,55,false
176:0,palpagos,-139281,325594,both,55,false
176:0,palpagos,-64506,-252656,both,55,false
176:0,palpagos,-20470,-133402,both,55,false
176:0,palpagos,39440,313866,both,55,false
176:0,palpagos,86424,94922,both,55,false
176:0,palpagos,94135,519297,both,55,false
176:0,palpagos,178655,219376,both,55,false
176:0,worldTree,481620,-608190,both,72,false
176:0,worldTree,482070,-612620,both,72,false
176:0,worldTree,483920,-605360,both,72,false
176:0,worldTree,483970,-601600,both,72,false
176:0,worldTree,484740,-596460,both,72,false
176:0,worldTree,486230,-591800,both,72,false
176:0,worldTree,488470,-617150,both,72,false
176:0,worldTree,491800,-590000,both,72,false
176:0,worldTree,493540,-624960,both,72,false
176:0,worldTree,493690,-648220,both,72,false
176:0,worldTree,494460,-642350,both,72,false
176:0,worldTree,494550,-619670,both,72,false
176:0,worldTree,495410,-635960,both,72,false
176:0,worldTree,495530,-586560,both,72,false
176:0,worldTree,496960,-629910,both,72,false
176:0,worldTree,500020,-619560,both,72,false
176:0,worldTree,506100,-637640,both,72,false
176:0,worldTree,507871,-628377,both,72,false
176:0,worldTree,508880,-622790,both,72,false
176:0,worldTree,508880,-616060,both,72,false
176:0,worldTree,509960,-608830,both,72,false
176:0,worldTree,510640,-604580,both,72,false
176:0,worldTree,511210,-599890,both,72,false
176:0,worldTree,512260,-613180,both,72,false
176:0,worldTree,512470,-638850,both,72,false
176:0,worldTree,514430,-618600,both,72,false
176:0,worldTree,516870,-611250,both,72,false
176:0,worldTree,520600,-609390,both,72,false
176:0,worldTree,520620,-615070,both,72,false
176:0,worldTree,520960,-640160,both,72,false
176:0,worldTree,521860,-619050,both,72,false
176:0,worldTree,523610,-635720,both,72,false
176:0,worldTree,524400,-662280,both,72,false
176:0,worldTree,525270,-606780,both,72,false
176:0,worldTree,526300,-612610,both,72,false
176:0,worldTree,526340,-657930,both,72,false
176:0,worldTree,526460,-623990,both,72,false
176:0,worldTree,527970,-628880,both,72,false
176:0,worldTree,528910,-617080,both,72,false
176:0,worldTree,529020,-603590,both,72,false
176:0,worldTree,529520,-651600,both,72,false
176:0,worldTree,530810,-635620,both,72,false
176:0,worldTree,531408,-611730,both,72,false
176:0,worldTree,532800,-601090,both,72,false
176:0,worldTree,534930,-646170,both,72,false
176:0,worldTree,535310,-596480,both,72,false
176:0,worldTree,535410,-630630,both,72,false
176:0,worldTree,536190,-605750,both,72,false
176:0,worldTree,536310,-591610,both,72,false
176:0,worldTree,537950,-625980,both,72,false
176:0,worldTree,539730,-642310,both,72,false
176:0,worldTree,540260,-621820,both,72,false
176:0,worldTree,540340,-628800,both,72,false
176:0,worldTree,540980,-606790,both,72,false
176:0,worldTree,541300,-587420,both,72,false
176:0,worldTree,541840,-601400,both,72,false
176:0,worldTree,542280,-591780,both,72,false
176:0,worldTree,542340,-596360,both,72,false
176:0,worldTree,543960,-637650,both,72,false
176:0,worldTree,544920,-631250,both,72,false
176:0,worldTree,545640,-622070,both,72,false
176:0,worldTree,552910,-633240,both,72,false
176:0,worldTree,560520,-634900,both,72,false
95:0,palpagos,-114516,249850,both,30,false
95:0,palpagos,-109434,249370,both,30,false
95:0,palpagos,-108931,244450,both,30,false
95:0,palpagos,-103772,232987,both,30,false
95:0,palpagos,-98454,238283,both,30,false
95:0,palpagos,-94658,265241,both,30,false
95:0,palpagos,-87377,233263,both,30,false
95:0,palpagos,-81812,267312,both,30,false
95:0,palpagos,-77168,260508,both,30,false
95:0,palpagos,-21722,93659,both,35,false
95:0,palpagos,-21239,39568,both,35,false
95:0,palpagos,-20147,68331,both,35,false
95:0,palpagos,-17259,74788,both,35,false
95:0,palpagos,-14982,40148,both,35,false
95:0,palpagos,-12121,55366,both,35,false
95:0,palpagos,-10862,181181,both,34,false
95:0,palpagos,-6752,75263,both,35,false
95:0,palpagos,-6072,147778,both,34,false
95:0,palpagos,-5834,52182,both,35,false
95:0,palpagos,-4861,10401,both,35,false
95:0,palpagos,-3210,60697,both,35,false
95:0,palpagos,-2008,184174,both,34,false
95:0,palpagos,-1036,84631,both,35,false
95:0,palpagos,-536,146488,both,34,false
95:0,palpagos,222,48223,both,35,false
95:0,palpagos,914,177054,both,34,false
95:0,palpagos,1883,135899,both,34,false
95:0,palpagos,3927,-2417,both,35,false
95:0,palpagos,4599,154560,both,34,false
95:0,palpagos,5333,128376,both,35,false
95:0,palpagos,5734,31658,both,35,false
95:0,palpagos,6882,186881,both,34,false
95:0,palpagos,8418,19559,both,35,false
95:0,palpagos,10161,-5429,both,35,false
95:0,palpagos,12537,122969,both,35,false
95:0,palpagos,13576,174986,both,34,false
95:0,palpagos,15084,89775,both,35,false
95:0,palpagos,16968,185227,both,34,false
95:0,palpagos,18939,152221,both,34,false
95:0,palpagos,22481,165840,both,34,false
95:0,palpagos,23607,129709,both,34,false
95:0,palpagos,25005,34392,both,35,false
95:0,palpagos,26222,100537,both,35,false
95:0,palpagos,27272,193666,both,34,false
95:0,palpagos,28478,126193,both,35,false
95:0,palpagos,29610,14680,both,35,false
95:0,palpagos,30729,30408,both,35,false
95:0,palpagos,32397,4982,both,35,false
95:0,palpagos,33708,191118,both,34,false
95:0,palpagos,34905,183173,both,34,false
95:0,palpagos,35465,12010,both,35,false
95:0,palpagos,37295,111875,both,35,false
95:0,palpagos,39947,190264,both,34,false
95:0,palpagos,40559,179339,both,34,false
95:0,palpagos,42700,-32585,both,35,false
95:0,palpagos,45177,14313,both,35,false
95:0,palpagos,47013,-10738,both,35,false
95:0,palpagos,49349,35755,both,35,false
95:0,palpagos,51215,10756,both,35,false
95:0,palpagos,54212,677,both,35,false
95:0,palpagos,55045,-24167,both,35,false
95:0,palpagos,57879,-33536,both,35,false
95:0,palpagos,63085,198090,both,34,false
95:0,palpagos,64415,189446,both,34,false
95:0,palpagos,67986,203795,both,34,false
95:0,palpagos,70738,-40558,both,35,false
95:0,palpagos,74105,-34384,both,35,false
95:0,palpagos,75880,-3330,both,35,false
95:0,palpagos,82903,-31782,both,35,false
95:0,palpagos,88266,-41773,both,35,false
95:0,palpagos,89942,-19655,both,35,false
95:0,palpagos,94445,-41773,both,35,false
95:0,palpagos,-276240,268990,both,15,true
46:0,palpagos,-731014,-427701,night,60,false
46:0,palpagos,-705876,-433980,night,60,false
46:0,palpagos,-687241,-452967,night,60,false
46:0,palpagos,-670036,-438897,night,60,false
46:0,palpagos,-647257,-437790,night,60,false
46:0,palpagos,-631528,-410781,night,56,false
46:0,palpagos,-624767,-156923,night,56,false
46:0,palpagos,-618275,-173035,night,56,false
46:0,palpagos,-613549,-467462,night,60,false
46:0,palpagos,-608178,-469739,night,60,false
46:0,palpagos,-605058,-406888,night,56,false
46:0,palpagos,-598139,-459740,night,60,false
46:0,palpagos,-591396,-457908,night,60,false
46:0,palpagos,-584538,-441429,night,60,false
46:0,palpagos,-578499,-136286,night,56,false
46:0,palpagos,-576112,-486971,night,60,false
46:0,palpagos,-569799,-452756,night,60,false
46:0,palpagos,-565330,109390,night,,false
46:0,palpagos,-558518,117075,night,,false
46:0,palpagos,-553964,-193926,night,56,false
46:0,palpagos,-544570,-223679,night,56,false
46:0,palpagos,-535142,-239039,night,56,false
46:0,palpagos,-526071,-205947,night,50,false
46:0,palpagos,-517970,-208312,night,50,false
46:0,palpagos,-509081,-403157,night,50,false
46:0,palpagos,-498117,-266641,night,50,false
46:0,palpagos,-487861,-259975,night,50,false
46:0,palpagos,-444394,114244,night,,false
46:0,palpagos,-439290,37390,night,,false
46:0,palpagos,-396519,208221,night,,false
46:0,palpagos,-389360,195036,night,,false
46:0,palpagos,-381488,243158,night,,false
46:0,palpagos,-377733,198952,night,,false
46:0,palpagos,-375381,248093,night,,false
46:0,palpagos,-371893,229457,night,,false
46:0,palpagos,-370440,219870,night,,false
46:0,palpagos,-367326,226901,night,,false
46:0,palpagos,-364150,140230,night,,false
46:0,palpagos,-360009,171638,night,,false
46:0,palpagos,-351805,94554,night,,false
46:0,palpagos,-334938,331003,night,,false
46:0,palpagos,-327680,338981,night,,false
46:0,palpagos,-326793,338445,night,,false
46:0,palpagos,-307876,329614,night,,false
46:0,palpagos,-287624,291270,night,,false
46:0,palpagos,-286513,13778,night,,false
46:0,palpagos,-283390,280240,night,,false
46:0,palpagos,-281990,243500,night,,false
46:0,palpagos,-279373,222828,night,,false
46:0,palpagos,-275543,356324,night,,false
46:0,palpagos,-263606,266073,night,,false
46:0,palpagos,-253483,-14247,night,,false
46:0,palpagos,-248856,213550,night,,false
46:0,palpagos,-230675,399848,night,,false
46:0,palpagos,-223677,-250066,night,,false
46:0,palpagos,-218079,-270052,night,,false
46:0,palpagos,-212778,109554,night,,false
46:0,palpagos,-199128,458224,night,,false
46:0,palpagos,-194159,437526,night,,false
46:0,palpagos,-190173,137324,night,,false
46:0,palpagos,-187325,140805,night,,false
46:0,palpagos,-185500,430840,night,,false
46:0,palpagos,-171525,-74949,night,,false
46:0,palpagos,-163266,112166,night,,false
46:0,palpagos,-156652,402039,night,,false
46:0,palpagos,-144193,369256,night,,false
46:0,palpagos,-136025,124089,night,,false
46:0,palpagos,-134199,-84365,night,,false
46:0,palpagos,-121793,162471,night,,false
46:0,palpagos,-119050,70860,night,,false
46:0,palpagos,-105794,-15102,night,,false
46:0,palpagos,-87947,41955,night,,false
177:0,worldTree,453565,-734665,both,76,false
177:0,worldTree,456190,-730345,both,76,false
177:0,worldTree,458840,-729020,both,76,false
177:0,worldTree,458890,-738520,both,76,false
177:0,worldTree,459495,-735055,both,76,false
177:0,worldTree,462370,-738715,both,76,false
177:0,worldTree,463015,-729790,both,76,false
177:0,worldTree,465310,-728850,both,76,false
177:0,worldTree,465525,-725520,both,76,false
177:0,worldTree,467875,-743380,both,76,false
177:0,worldTree,469375,-734455,both,76,false
177:0,worldTree,470795,-731630,both,76,false
177:0,worldTree,471060,-740295,both,76,false
177:0,worldTree,472630,-726095,both,76,false
177:0,worldTree,472795,-745920,both,76,false
177:0,worldTree,473415,-736035,both,76,false
177:0,worldTree,474655,-730010,both,76,false
177:0,worldTree,477575,-733235,both,76,false
177:0,worldTree,479360,-728480,both,76,false
177:0,worldTree,480135,-734705,both,76,false
177:0,worldTree,480210,-750000,both,76,false
177:0,worldTree,482170,-741570,both,76,false
177:0,worldTree,483595,-724570,both,76,false
177:0,worldTree,483605,-730310,both,76,false
177:0,worldTree,483925,-733285,both,76,false
177:0,worldTree,484835,-748255,both,76,false
177:0,worldTree,486180,-735545,both,76,false
177:0,worldTree,486775,-740810,both,76,false
177:0,worldTree,487370,-723295,both,76,false
177:0,worldTree,490720,-731770,both,76,false
177:0,worldTree,491490,-736015,both,76,false
177:0,worldTree,491600,-746120,both,76,false
177:0,worldTree,493930,-733180,both,76,false
177:0,worldTree,496745,-741930,both,76,false
177:0,worldTree,497050,-744630,both,76,false
177:0,worldTree,497950,-735865,both,76,false
177:0,worldTree,502625,-740950,both,76,false
177:0,worldTree,505770,-743615,both,76,false
177:0,worldTree,506190,-739585,both,76,false
177:0,worldTree,508155,-737085,both,76,false
177:0,worldTree,509210,-744530,both,76,false
177:0,worldTree,513665,-742550,both,76,false
177:0,worldTree,516180,-752230,both,76,false
